filename,cell_type,xmin,xmax,ymin,ymax
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,1045,1089,611,657
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,1051,1089,657,690
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,1045,1091,752,798
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,986,1029,595,654
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,929,972,633,679
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,889,918,692,727
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,829,878,719,757
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,862,894,819,868
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,943,991,727,790
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,732,775,803,857
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,737,791,752,800
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,1208,1243,1011,1073
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,1102,1145,546,595
/home/ec2-user/SageMaker/onfarm/img_train/22.jpg,azul_claro,1016,1056,541,584
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1733,1784,748,792
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1101,1152,939,983
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1067,1118,680,724
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1111,1162,750,794
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,995,1046,622,666
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1169,1220,926,970
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1048,1099,1059,1103
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,995,1046,1149,1193
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1215,1266,974,1018
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1173,1224,1047,1091
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1084,1135,1158,1202
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,988,1039,556,600
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,986,1037,496,541
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1027,1078,446,490
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1068,1119,444,488
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1187,1238,849,893
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1175,1226,768,812
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1311,1362,427,472
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1309,1360,465,510
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1105,1156,1083,1127
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1621,1672,579,623
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1711,1762,577,621
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1777,1828,592,636
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1421,1467,500,527
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1264,1356,876,949
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1175,1205,1109,1149
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1300,1356,1117,1168
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1186,1254,1249,1300
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1602,1645,498,533
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1170,1221,398,460
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1591,1637,906,965
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1391,1581,706,852
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1402,1567,909,1079
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1181,1313,617,725
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1683,1864,844,952
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1591,1618,646,684
/home/ec2-user/SageMaker/onfarm/img_train/12.jpg,azul_claro,1910,2021,700,836
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1435,1488,915,968
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1795,1835,874,917
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1603,1646,874,898
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1548,1584,857,926
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1410,1452,394,423
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1344,1380,687,730
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1605,1675,940,1000
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1393,1482,740,832
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1422,1475,845,864
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1418,1467,866,887
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1499,1546,745,802
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1539,1588,806,847
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1390,1465,643,736
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1346,1378,604,640
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1397,1446,579,632
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1397,1454,532,577
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1505,1539,700,719
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1535,1565,611,677
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1461,1499,500,602
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1475,1537,349,506
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1546,1580,457,538
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1571,1593,534,598
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1586,1624,674,738
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1552,1578,679,753
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1678,1729,930,1004
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1665,1705,791,911
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1722,1746,785,877
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1678,1741,713,774
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1701,1752,657,702
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1756,1782,679,715
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1697,1727,602,640
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1746,1773,621,645
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1648,1690,613,657
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1652,1675,664,706
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1593,1629,626,660
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1663,1731,532,581
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1739,1831,521,589
/home/ec2-user/SageMaker/onfarm/img_train/64.jpg,azul_claro,1746,1824,483,523
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,490,541,719,755
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,652,688,400,440
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1301,1350,964,1000
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1248,1284,704,738
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1229,1290,272,349
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1252,1278,368,409
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1231,1282,457,489
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1237,1303,562,634
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1271,1339,836,906
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1367,1435,896,936
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1473,1507,843,868
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1561,1593,847,870
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1844,1875,574,609
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1710,1748,717,755
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1456,1510,266,309
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1429,1458,598,630
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1471,1512,753,787
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1250,1286,757,794
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1278,1348,798,834
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1493,1537,666,726
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1416,1467,432,477
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1267,1337,530,545
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1561,1593,664,713
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1441,1471,798,834
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1386,1444,289,377
/home/ec2-user/SageMaker/onfarm/img_train/54.jpg,azul_claro,1305,1341,668,702
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,1103,1139,249,291
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,1054,1084,302,330
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,1090,1129,304,343
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,1099,1131,349,417
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,1031,1082,364,404
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,946,990,277,311
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,969,1003,321,409
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,1071,1103,426,517
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,1020,1050,453,487
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,878,927,374,411
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,1058,1099,581,609
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,1073,1114,653,694
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,975,1014,532,562
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,993,1054,621,660
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,988,1044,674,717
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,963,1001,723,789
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,903,939,713,770
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,912,941,568,604
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,895,982,477,523
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,873,922,581,668
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,967,1005,796,851
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,941,980,891,936
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,850,905,860,909
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,865,905,917,947
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,835,865,945,974
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,871,897,747,768
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,712,769,815,870
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,673,718,762,813
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,793,816,762,794
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,665,690,689,753
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,729,758,730,766
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,750,767,685,717
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,775,805,643,679
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,699,733,630,662
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,761,797,566,606
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,650,684,643,674
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,793,841,470,538
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,714,748,513,583
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,767,799,264,313
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,765,803,338,385
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,707,773,457,502
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,750,818,400,445
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,718,750,249,360
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,624,656,353,404
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,573,614,385,417
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,658,705,362,447
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,554,631,472,555
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,458,520,530,591
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,580,635,564,613
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,631,669,483,521
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,403,482,636,685
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,418,439,591,621
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,507,537,634,657
/home/ec2-user/SageMaker/onfarm/img_train/71.jpg,azul_claro,563,622,626,664
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,911,971,1195,1255
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1291,1325,1215,1268
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1368,1405,1235,1275
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1431,1475,1241,1321
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1698,1758,1238,1281
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1661,1725,1101,1161
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1588,1658,917,994
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1545,1615,814,884
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1205,1281,907,960
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1201,1258,754,810
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1338,1385,767,837
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1278,1325,800,850
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1245,1301,540,607
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1338,1398,710,764
/home/ec2-user/SageMaker/onfarm/img_train/40.jpg,azul_claro,1415,1491,817,870
/home/ec2-user/SageMaker/onfarm/img_train/106.jpg,azul_claro,1093,1132,927,970
/home/ec2-user/SageMaker/onfarm/img_train/106.jpg,azul_claro,1130,1160,823,936
/home/ec2-user/SageMaker/onfarm/img_train/106.jpg,azul_claro,1177,1205,779,814
/home/ec2-user/SageMaker/onfarm/img_train/106.jpg,azul_claro,1188,1207,737,772
/home/ec2-user/SageMaker/onfarm/img_train/106.jpg,azul_claro,1244,1272,646,682
/home/ec2-user/SageMaker/onfarm/img_train/106.jpg,azul_claro,614,679,728,789
/home/ec2-user/SageMaker/onfarm/img_train/106.jpg,azul_claro,560,595,721,753
